time,Temperature_celcius,Rain_mm_per_h,Snow_mm_per_h,Air density_kg_per_m3,Ground_level_solar_irradiance_W_per_m2,Cloud_cover_fraction,wind_speed_m_per_s,electricity_kW
23/04/2019 09:00,12.813,0,0,1.237,715.734,0,11.499,7.713
23/04/2019 10:00,13.502,0,0,1.233,767.631,0,12.355,8.225
23/04/2019 11:00,13.867,0,0,1.23,770.497,0,12.892,8.236
23/04/2019 12:00,14.016,0,0,1.228,726.066,0,13.177,7.764
23/04/2019 13:00,13.822,0,0,1.227,638.401,0,12.763,6.81
23/04/2019 14:00,13.385,0,0,1.228,515.298,0,12.257,5.373
23/04/2019 15:00,12.663,0,0,1.229,368.978,0.001,11.763,3.541
23/04/2019 16:00,11.717,0,0,1.232,216.058,0.002,11.383,1.607
23/04/2019 17:00,10.507,0,0,1.237,78.313,0.007,11.038,0.254
23/04/2019 18:00,9.662,0.01,0,1.24,3.781,0.03,11.114,0
24/04/2019 03:00,8.798,0.038,0,1.24,0.226,0.528,9.372,0
24/04/2019 04:00,8.568,0.032,0,1.242,29.639,0.502,8.942,0.08
24/04/2019 05:00,8.663,0.006,0,1.243,112.536,0.439,8.918,0.77
24/04/2019 06:00,9.375,0,0,1.241,242.181,0.288,9.054,2.098
24/04/2019 07:00,10.547,0,0,1.236,413.189,0.089,9.532,4.114
24/04/2019 08:00,11.737,0.002,0,1.23,554.995,0.178,9.961,5.806
24/04/2019 09:00,12.483,0.007,0,1.227,619.629,0.601,10.352,6.491
24/04/2019 10:00,12.705,0.02,0,1.225,563.967,0.814,10.342,5.696
24/04/2019 11:00,12.8,0.035,0,1.224,467.176,0.865,9.984,4.445
24/04/2019 12:00,13.088,0.047,0,1.221,408.103,0.841,9.464,3.764
24/04/2019 13:00,13.497,0.039,0,1.217,387.757,0.771,8.9,3.577
24/04/2019 14:00,13.791,0.025,0,1.214,345.216,0.642,8.405,3.159
24/04/2019 15:00,13.708,0.008,0,1.213,284.589,0.36,8.062,2.498
24/04/2019 16:00,13.049,0.001,0,1.216,180.523,0.241,7.692,1.335
24/04/2019 17:00,11.985,0,0,1.221,65.941,0.265,7.706,0.291
24/04/2019 18:00,11.003,0,0,1.225,3.886,0.338,7.997,0
25/04/2019 03:00,9.154,0.01,0,1.233,0.57,0.21,7.145,0
25/04/2019 04:00,9.314,0.016,0,1.235,48.583,0.143,7.066,0.153
25/04/2019 05:00,10.058,0.01,0,1.234,167.614,0.079,6.564,1.136
25/04/2019 06:00,11.18,0.004,0,1.229,317.468,0.265,5.869,2.902
25/04/2019 07:00,12.395,0.003,0,1.224,404.288,0.546,5.276,4.005
25/04/2019 08:00,13.438,0.001,0,1.22,500.814,0.491,4.77,5.138
25/04/2019 09:00,14.497,0,0,1.216,661.981,0.288,4.654,6.968
25/04/2019 10:00,15.3,0.001,0,1.213,712.437,0.187,4.758,7.489
25/04/2019 11:00,15.955,0.001,0,1.21,718.35,0.08,4.763,7.521
25/04/2019 12:00,16.454,0.001,0,1.208,677.363,0.066,4.557,7.065
25/04/2019 13:00,16.751,0,0,1.207,616.327,0.057,4.25,6.382
25/04/2019 14:00,16.843,0,0,1.206,515.408,0.341,3.869,5.197
25/04/2019 15:00,16.612,0,0,1.207,355.088,0.692,3.589,3.256
25/04/2019 16:00,15.799,0,0,1.21,192.574,0.76,3.516,1.392
25/04/2019 17:00,14.167,0,0,1.214,81.431,0.508,3.474,0.296
25/04/2019 18:00,12.238,0,0,1.219,6.353,0.475,3.572,0
26/04/2019 03:00,8.107,0.013,0,1.246,0.605,0.978,6.739,0
26/04/2019 04:00,8.313,0.01,0,1.246,31.513,0.974,6.674,0.093
26/04/2019 05:00,9.184,0.001,0,1.242,117.373,0.956,6.582,0.806
26/04/2019 06:00,10.165,0,0,1.237,227.513,0.961,6.43,1.921
26/04/2019 07:00,11.541,0,0,1.23,344.362,0.977,6.592,3.211
26/04/2019 08:00,12.794,0,0,1.224,452.649,0.983,6.668,4.437
26/04/2019 09:00,13.845,0,0,1.218,541.179,0.945,6.664,5.445
26/04/2019 10:00,14.882,0,0,1.212,657.4,0.627,6.782,6.783
26/04/2019 11:00,15.65,0,0,1.208,712.893,0.565,6.925,7.392
26/04/2019 12:00,15.993,0.001,0,1.205,696.678,0.644,6.966,7.213
26/04/2019 13:00,15.948,0.001,0,1.204,595.149,0.865,6.774,6.088
26/04/2019 14:00,15.707,0.001,0,1.204,457.039,0.924,6.321,4.471
26/04/2019 15:00,15.179,0.001,0,1.206,303.759,0.939,5.61,2.672
26/04/2019 16:00,14.311,0.002,0,1.21,163.461,0.95,4.664,1.186
26/04/2019 17:00,12.994,0.002,0,1.216,62.536,0.951,3.786,0.284
26/04/2019 18:00,11.509,0.003,0,1.223,5.557,0.951,3.138,0
27/04/2019 03:00,8.834,0.098,0,1.237,0.803,0.986,7.545,0
27/04/2019 04:00,8.763,0.207,0,1.239,15.01,0.986,8.101,0
27/04/2019 05:00,8.603,0.621,0,1.241,27.855,0.99,8.245,0.082
27/04/2019 06:00,8.481,1.483,0,1.242,52.302,0.992,8.295,0.279
27/04/2019 07:00,8.52,1.127,0,1.243,120.837,0.977,8.735,0.89
27/04/2019 08:00,8.758,0.528,0,1.243,197.391,0.897,8.778,1.604
27/04/2019 09:00,9.255,0.238,0,1.241,271.593,0.829,8.462,2.306
27/04/2019 10:00,9.995,0.199,0,1.238,378.793,0.962,8.061,3.338
27/04/2019 11:00,10.418,0.57,0,1.235,289.315,0.987,7.313,2.453
27/04/2019 12:00,10.43,1.265,0,1.234,190.911,0.981,6.117,1.527
27/04/2019 13:00,10.387,0.869,0,1.233,156.927,0.978,5.205,1.212
27/04/2019 14:00,10.354,0.327,0,1.233,131.957,0.974,4.669,0.984
27/04/2019 15:00,10.618,0.111,0,1.232,215.896,0.953,4.461,1.765
27/04/2019 16:00,10.576,0.045,0,1.232,152.049,0.937,3.954,1.127
27/04/2019 17:00,9.957,0.03,0,1.234,72.217,0.898,3.285,0.371
27/04/2019 18:00,8.939,0.033,0,1.236,6.882,0.841,3.122,0
28/04/2019 03:00,7.856,0.058,0,1.242,0.558,0.972,5.101,0
28/04/2019 04:00,8.038,0.025,0,1.243,22.109,0.962,5.263,0.037
28/04/2019 05:00,8.657,0.016,0,1.244,73.822,0.942,5.495,0.454
28/04/2019 06:00,9.253,0.018,0,1.243,156.428,0.954,5.686,1.216
28/04/2019 07:00,9.924,0.031,0,1.241,229.568,0.964,6.067,1.926
28/04/2019 08:00,10.71,0.044,0,1.238,348.059,0.937,6.319,3.127
28/04/2019 09:00,11.527,0.035,0,1.236,485.619,0.731,6.305,4.655
28/04/2019 10:00,12.298,0.025,0,1.233,619.689,0.676,6.068,6.222
28/04/2019 11:00,12.638,0.017,0,1.23,564.586,0.88,6.026,5.523
28/04/2019 12:00,12.601,0.008,0,1.23,446.221,0.955,6.14,4.134
28/04/2019 13:00,12.451,0.009,0,1.23,387.341,0.964,6.145,3.512
28/04/2019 14:00,12.254,0.012,0,1.231,341.94,0.957,5.901,3.062
28/04/2019 15:00,11.939,0.013,0,1.233,265.408,0.959,5.62,2.256
28/04/2019 16:00,11.406,0.016,0,1.236,150.003,0.95,5.452,1.099
28/04/2019 17:00,10.664,0.029,0,1.239,63.549,0.905,5.14,0.315
28/04/2019 18:00,9.56,0.049,0,1.243,6.842,0.858,4.906,0
29/04/2019 03:00,7.237,0,0,1.259,2.309,0.889,7.377,0
29/04/2019 04:00,7.15,0,0,1.262,68.23,0.722,7.327,0.197
29/04/2019 05:00,7.877,0,0,1.262,207.058,0.465,7.266,1.375
29/04/2019 06:00,9.266,0,0,1.257,363.622,0.219,7.269,3.353
29/04/2019 07:00,10.851,0,0,1.25,514.536,0.023,7.436,5.249
29/04/2019 08:00,12.08,0,0,1.245,643.055,0,7.491,6.74
29/04/2019 09:00,12.875,0,0,1.241,738.619,0,7.141,7.759
29/04/2019 10:00,13.561,0,0,1.237,790.469,0,6.637,8.265
29/04/2019 11:00,14.075,0,0,1.234,796.495,0,6.085,8.299
29/04/2019 12:00,14.444,0,0,1.232,755.802,0,5.516,7.862
29/04/2019 13:00,14.691,0,0,1.229,673.571,0.001,4.991,6.963
29/04/2019 14:00,14.866,0,0,1.227,556.851,0.008,4.515,5.605
29/04/2019 15:00,14.813,0,0,1.227,415.262,0.022,4.103,3.838
29/04/2019 16:00,14.381,0,0,1.228,260.978,0.096,3.604,1.849
29/04/2019 17:00,13.322,0,0,1.231,112.924,0.116,3.099,0.262
29/04/2019 18:00,11.956,0,0,1.235,12.146,0.017,2.756,0
30/04/2019 03:00,7.554,0.001,0,1.253,3,0.34,2.887,0
30/04/2019 04:00,8.191,0.001,0,1.253,71.64,0.726,2.636,0.25
30/04/2019 05:00,9.143,0,0,1.253,192.157,0.754,2.392,1.313
30/04/2019 06:00,10.091,0,0,1.25,342.733,0.478,2.179,3.086
30/04/2019 07:00,12.616,0,0,1.239,490.349,0.284,2.304,4.863
30/04/2019 08:00,13.894,0,0,1.234,608.685,0.239,2.496,6.218
30/04/2019 09:00,14.334,0.001,0,1.231,650.522,0.289,3.083,6.655
30/04/2019 10:00,14.481,0.013,0,1.229,631.065,0.603,3.597,6.333
30/04/2019 11:00,14.317,0.057,0,1.227,418.503,0.802,3.88,3.798
30/04/2019 12:00,14.166,0.083,0,1.227,328.492,0.832,3.917,2.843
30/04/2019 13:00,14.174,0.049,0,1.225,299.401,0.785,3.95,2.563
30/04/2019 14:00,14.382,0.006,0,1.223,293.243,0.67,4.028,2.52
30/04/2019 15:00,14.639,0.002,0,1.22,264.226,0.617,3.973,2.216
30/04/2019 16:00,14.449,0.002,0,1.22,195.627,0.697,3.795,1.425
30/04/2019 17:00,13.362,0.001,0,1.222,83.86,0.798,3.612,0.388
30/04/2019 18:00,11.729,0,0,1.224,10.244,0.679,3.877,0
01/05/2019 03:00,9.224,0.242,0,1.239,1.058,0.852,6.071,0
01/05/2019 04:00,9.036,0.174,0,1.241,31.171,0.801,6.009,0.096
01/05/2019 05:00,9.031,0.086,0,1.242,109.39,0.948,6.138,0.749
01/05/2019 06:00,9.282,0.03,0,1.242,200.664,0.971,6.266,1.636
01/05/2019 07:00,9.768,0.011,0,1.24,334.121,0.967,6.64,3.042
01/05/2019 08:00,10.432,0.008,0,1.237,487.438,0.876,7.274,4.8
01/05/2019 09:00,11.317,0.005,0,1.232,595.706,0.665,7.91,6.053
01/05/2019 10:00,12.357,0.001,0,1.226,700.479,0.498,8.423,7.208
01/05/2019 11:00,13.179,0,0,1.221,710.781,0.442,8.822,7.3
01/05/2019 12:00,13.706,0,0,1.217,701.303,0.48,9.175,7.181
01/05/2019 13:00,13.844,0,0,1.215,628.535,0.429,9.531,6.376
01/05/2019 14:00,13.655,0,0,1.215,522.216,0.52,9.781,5.132
01/05/2019 15:00,13.128,0.001,0,1.216,335.826,0.781,9.815,2.958
01/05/2019 16:00,12.368,0.006,0,1.218,142.952,0.955,9.69,1.03
01/05/2019 17:00,11.471,0.01,0,1.221,38.433,0.986,9.393,0.149
01/05/2019 18:00,10.626,0.016,0,1.225,3.974,0.993,9.3,0
02/05/2019 03:00,8.406,0.019,0,1.229,1.326,0.984,11.766,0
02/05/2019 04:00,8.428,0.019,0,1.228,33.61,0.959,11.917,0.113
02/05/2019 05:00,8.569,0.023,0,1.228,121.347,0.913,12.289,0.846
02/05/2019 06:00,9.006,0.018,0,1.227,250.702,0.753,12.679,2.127
02/05/2019 07:00,9.7,0.017,0,1.225,425.745,0.433,12.786,4.103
02/05/2019 08:00,10.297,0.016,0,1.223,545.674,0.235,12.768,5.514
02/05/2019 09:00,10.735,0.022,0,1.221,612.905,0.151,12.715,6.266
02/05/2019 10:00,11.08,0.038,0,1.22,689.937,0.181,12.659,7.095
02/05/2019 11:00,11.132,0.064,0,1.219,606.139,0.301,12.408,6.091
02/05/2019 12:00,11.051,0.076,0,1.219,525.349,0.357,12.045,5.121
02/05/2019 13:00,10.887,0.085,0,1.219,452.866,0.333,11.701,4.311
02/05/2019 14:00,10.67,0.068,0,1.219,404.65,0.364,11.381,3.784
02/05/2019 15:00,10.197,0.024,0,1.221,264.517,0.389,10.934,2.255
02/05/2019 16:00,9.655,0.006,0,1.223,185.41,0.327,10.267,1.381
02/05/2019 17:00,8.87,0.002,0,1.226,94.611,0.221,9.389,0.446
02/05/2019 18:00,7.733,0.001,0,1.23,14.608,0.117,8.443,0
03/05/2019 03:00,4.466,0.018,0,1.242,5.06,0.186,5.343,0
03/05/2019 04:00,5.4,0.03,0,1.243,77.658,0.218,5.025,0.318
03/05/2019 05:00,6.849,0.05,0,1.243,189.402,0.278,5.019,1.339
03/05/2019 06:00,7.503,0.076,0,1.242,290.306,0.34,5.334,2.53
03/05/2019 07:00,7.94,0.089,0,1.241,378.43,0.366,6.121,3.545
03/05/2019 08:00,8.165,0.078,0,1.241,446.278,0.37,7.03,4.29
03/05/2019 09:00,8.507,0.039,0,1.24,519.976,0.363,7.663,5.097
03/05/2019 10:00,8.878,0.026,0,1.239,572.308,0.392,8.129,5.665
03/05/2019 11:00,8.988,0.03,0,1.238,546.828,0.508,8.551,5.327
03/05/2019 12:00,8.799,0.046,0,1.238,441.938,0.578,8.753,4.123
03/05/2019 13:00,8.553,0.08,0,1.238,392.293,0.698,8.69,3.59
03/05/2019 14:00,8.002,0.158,0,1.24,269.818,0.725,8.549,2.327
03/05/2019 15:00,7.302,0.212,0,1.242,161.81,0.722,8.455,1.275
03/05/2019 16:00,6.84,0.174,0,1.243,100.077,0.65,8.435,0.691
03/05/2019 17:00,6.219,0.271,0,1.245,59.505,0.551,8.495,0.309
03/05/2019 18:00,5.299,0.149,0,1.248,9.809,0.572,8.473,0
04/05/2019 03:00,2.879,0.104,0,1.256,3.435,0.574,7.311,0
04/05/2019 04:00,3.193,0.134,0,1.256,50.157,0.589,7.023,0.232
04/05/2019 05:00,3.592,0.104,0,1.256,120.182,0.567,6.715,0.861
04/05/2019 06:00,4.109,0.1,0,1.255,237.864,0.532,6.405,2.031
04/05/2019 07:00,4.61,0.123,0,1.255,354.109,0.497,6.253,3.296
04/05/2019 08:00,5.241,0.111,0,1.253,404.424,0.61,6.378,3.815
04/05/2019 09:00,6.014,0.101,0,1.25,368.699,0.754,6.504,3.365
04/05/2019 10:00,6.547,0.092,0,1.249,408.639,0.622,6.683,3.756
04/05/2019 11:00,6.904,0.069,0,1.249,432.371,0.545,7.14,4.007
04/05/2019 12:00,7.211,0.055,0,1.248,434.736,0.51,7.588,4.047
04/05/2019 13:00,7.485,0.039,0,1.247,387.469,0.479,7.805,3.559
04/05/2019 14:00,7.792,0.014,0,1.246,353.172,0.391,7.861,3.213
04/05/2019 15:00,8.004,0.002,0,1.245,315.369,0.271,7.758,2.775
04/05/2019 16:00,7.853,0,0,1.245,236.89,0.169,7.359,1.762
04/05/2019 17:00,7.096,0,0,1.247,125.029,0.101,6.642,0.462
04/05/2019 18:00,5.268,0,0,1.251,21.35,0.056,6.09,0.005
05/05/2019 03:00,2.71,0,0,1.259,7.832,0.103,5.168,0
05/05/2019 04:00,3.969,0,0,1.26,95.91,0.105,5.3,0.277
05/05/2019 05:00,6.149,0,0,1.259,236.253,0.092,5.604,1.574
05/05/2019 06:00,7.517,0.001,0,1.255,386.348,0.083,5.829,3.487
05/05/2019 07:00,8.6,0.007,0,1.252,520.847,0.104,5.875,5.193
05/05/2019 08:00,9.458,0.014,0,1.248,609.079,0.167,5.991,6.252
05/05/2019 09:00,10.119,0.017,0,1.245,643.614,0.271,6.122,6.616
05/05/2019 10:00,10.518,0.009,0,1.243,608.591,0.366,6.324,6.152
05/05/2019 11:00,10.762,0.007,0,1.241,571.242,0.438,6.65,5.667
05/05/2019 12:00,10.868,0.004,0,1.24,522.754,0.478,7.034,5.099
05/05/2019 13:00,10.886,0.002,0,1.24,472.293,0.446,7.354,4.544
05/05/2019 14:00,10.805,0.002,0,1.239,417.16,0.384,7.538,3.931
05/05/2019 15:00,10.621,0.001,0,1.239,346.12,0.429,7.462,3.064
05/05/2019 16:00,10.196,0,0,1.239,238.203,0.467,7.1,1.729
05/05/2019 17:00,9.286,0,0,1.241,112.591,0.673,6.606,0.46
05/05/2019 18:00,7.75,0,0,1.245,18.027,0.869,6.584,0
06/05/2019 03:00,5.605,0.046,0,1.258,5.358,0.573,7.742,0
06/05/2019 04:00,5.932,0.167,0,1.257,58.709,0.469,7.896,0.278
06/05/2019 05:00,6.294,0.159,0,1.257,160.851,0.291,8.294,1.158
06/05/2019 06:00,6.835,0.078,0,1.255,315.182,0.215,8.434,2.762
06/05/2019 07:00,7.391,0.044,0,1.254,434.521,0.228,8.428,4.18
06/05/2019 08:00,7.78,0.069,0,1.254,509.273,0.353,8.548,5.038
06/05/2019 09:00,8.009,0.052,0,1.253,536.754,0.328,8.763,5.303
06/05/2019 10:00,8.339,0.048,0,1.252,580.64,0.375,8.895,5.753
06/05/2019 11:00,8.427,0.04,0,1.251,521.222,0.438,8.955,5.03
06/05/2019 12:00,8.669,0.021,0,1.25,485.388,0.42,8.972,4.619
06/05/2019 13:00,9.012,0.009,0,1.247,450.332,0.395,9.004,4.247
06/05/2019 14:00,9.217,0.006,0,1.245,381.872,0.435,9.13,3.497
06/05/2019 15:00,9.057,0.003,0,1.245,271.919,0.46,9.298,2.313
06/05/2019 16:00,8.606,0.002,0,1.246,179.745,0.412,9.186,1.345
06/05/2019 17:00,7.963,0.003,0,1.247,96.769,0.277,8.763,0.501
06/05/2019 18:00,7.046,0.005,0,1.25,20.299,0.173,8.204,0.011
07/05/2019 03:00,4.501,0.01,0,1.264,8.199,0.212,8.173,0
07/05/2019 04:00,4.908,0.01,0,1.264,87.757,0.179,8.537,0.362
07/05/2019 05:00,5.591,0.008,0,1.263,214.51,0.165,9.193,1.491
07/05/2019 06:00,6.402,0.007,0,1.261,350.942,0.171,9.346,3.117
07/05/2019 07:00,7.132,0.012,0,1.258,465.75,0.21,9.318,4.539
07/05/2019 08:00,7.727,0.017,0,1.256,538.823,0.266,9.259,5.39
07/05/2019 09:00,8.22,0.024,0,1.254,549.431,0.358,9.154,5.447
07/05/2019 10:00,8.641,0.035,0,1.252,555.104,0.396,9.117,5.44
07/05/2019 11:00,8.793,0.032,0,1.252,524.838,0.436,9.139,5.058
07/05/2019 12:00,8.911,0.024,0,1.251,488.412,0.462,9.106,4.644
07/05/2019 13:00,9.017,0.012,0,1.25,425.592,0.445,8.945,3.962
07/05/2019 14:00,9.071,0.012,0,1.249,366.726,0.452,8.633,3.328
07/05/2019 15:00,8.945,0.009,0,1.249,276.838,0.413,8.249,2.358
07/05/2019 16:00,8.619,0.004,0,1.249,183.979,0.401,7.648,1.376
07/05/2019 17:00,8.044,0.002,0,1.25,90.522,0.377,6.629,0.485
07/05/2019 18:00,6.876,0.001,0,1.251,17.884,0.347,5.825,0.002
08/05/2019 03:00,4.748,0.332,0,1.257,4.32,0.825,4.607,0
08/05/2019 04:00,5.431,0.257,0,1.256,36.504,0.833,4.706,0.142
08/05/2019 05:00,6.487,0.161,0,1.255,94.152,0.822,5.224,0.636
08/05/2019 06:00,7.338,0.08,0,1.252,186.709,0.799,5.975,1.499
08/05/2019 07:00,8.421,0.024,0,1.247,314.892,0.731,6.755,2.763
08/05/2019 08:00,9.71,0.01,0,1.241,484.567,0.626,7.476,4.576
08/05/2019 09:00,10.643,0.008,0,1.237,582.763,0.689,7.643,5.659
08/05/2019 10:00,11.139,0.005,0,1.234,645.188,0.78,7.466,6.341
08/05/2019 11:00,11.503,0.003,0,1.232,677.978,0.955,7.343,6.668
08/05/2019 12:00,11.485,0.002,0,1.23,499.397,0.991,7.411,4.607
08/05/2019 13:00,11.089,0.002,0,1.229,281.788,0.992,7.549,2.379
08/05/2019 14:00,10.63,0.006,0,1.23,188.142,0.993,7.666,1.497
08/05/2019 15:00,10.073,0.029,0,1.231,117.188,0.995,7.7,0.845
08/05/2019 16:00,9.512,0.061,0,1.233,83.396,0.986,7.891,0.539
08/05/2019 17:00,8.968,0.044,0,1.234,45.866,0.989,8.236,0.213
08/05/2019 18:00,8.58,0.019,0,1.234,9.139,0.989,8.689,0
09/05/2019 03:00,8.399,0.833,0,1.227,1.797,0.993,8.871,0
09/05/2019 04:00,8.316,0.714,0,1.228,16.953,0.993,8.372,0.005
09/05/2019 05:00,8.374,0.666,0,1.228,45.448,0.995,8.272,0.22
09/05/2019 06:00,8.534,0.627,0,1.228,68.237,0.998,8.166,0.415
09/05/2019 07:00,8.738,0.639,0,1.227,90.292,0.998,7.871,0.61
09/05/2019 08:00,8.995,0.536,0,1.226,107.08,0.997,7.316,0.761
09/05/2019 09:00,9.423,0.32,0,1.225,147.332,0.995,6.592,1.126
09/05/2019 10:00,10.007,0.158,0,1.223,201.611,0.995,5.814,1.622
09/05/2019 11:00,10.733,0.072,0,1.219,272.503,0.995,5.073,2.271
09/05/2019 12:00,11.448,0.037,0,1.216,305.696,0.994,4.403,2.576
09/05/2019 13:00,12.113,0.02,0,1.214,324.36,0.993,3.937,2.751
09/05/2019 14:00,12.555,0.015,0,1.212,284.425,0.992,3.719,2.374
09/05/2019 15:00,12.52,0.011,0,1.211,218.541,0.984,3.721,1.749
09/05/2019 16:00,11.993,0.008,0,1.213,147.631,0.979,3.925,1.081
09/05/2019 17:00,10.978,0.008,0,1.217,72.654,0.966,4.177,0.412
09/05/2019 18:00,9.641,0.006,0,1.221,16.247,0.958,4.464,0
10/05/2019 03:00,7.147,0.012,0,1.233,11.529,0.35,4.083,0
10/05/2019 04:00,7.939,0.016,0,1.235,85.636,0.43,4.055,0.418
10/05/2019 05:00,8.683,0.016,0,1.235,188.416,0.414,4.134,1.351
10/05/2019 06:00,9.493,0.011,0,1.232,313.024,0.366,4.221,2.665
10/05/2019 07:00,10.47,0.014,0,1.228,419.834,0.388,4.522,3.86
10/05/2019 08:00,11.57,0.029,0,1.223,509.435,0.468,4.918,4.813
10/05/2019 09:00,12.109,0.064,0,1.221,472.079,0.601,5.215,4.321
10/05/2019 10:00,12.196,0.097,0,1.22,426.641,0.687,5.415,3.788
10/05/2019 11:00,12.105,0.131,0,1.221,363.223,0.741,5.525,3.141
10/05/2019 12:00,11.959,0.138,0,1.221,300.184,0.752,5.56,2.536
10/05/2019 13:00,11.824,0.129,0,1.222,254.992,0.749,5.614,2.111
10/05/2019 14:00,11.552,0.11,0,1.223,185.674,0.76,5.822,1.467
10/05/2019 15:00,11.255,0.075,0,1.225,144.089,0.672,6.029,1.082
10/05/2019 16:00,10.989,0.047,0,1.226,122.504,0.492,5.942,0.869
10/05/2019 17:00,10.601,0.02,0,1.228,91.068,0.304,5.572,0.521
10/05/2019 18:00,9.585,0.005,0,1.231,24.503,0.21,5.362,0.043
10/05/2019 19:00,8.513,0.002,0,1.234,0.002,0.123,5.556,0
11/05/2019 03:00,4.662,0,0,1.255,16.792,0.001,5.9,0
11/05/2019 04:00,6.029,0,0,1.256,122.249,0.001,5.833,0.248
11/05/2019 05:00,7.199,0,0,1.255,271.009,0.001,5.975,1.731
11/05/2019 06:00,8.085,0,0,1.253,427.413,0,5.608,3.77
11/05/2019 07:00,9.036,0,0,1.25,573.28,0,5.242,5.61
11/05/2019 08:00,10.026,0,0,1.246,695.574,0,5.03,7.023
11/05/2019 09:00,10.91,0,0,1.243,784.197,0,4.977,7.959
11/05/2019 10:00,11.62,0,0,1.239,832.686,0,5.116,8.428
11/05/2019 11:00,12.148,0,0,1.236,837.784,0,5.436,8.451
11/05/2019 12:00,12.516,0,0,1.234,799.68,0,5.883,8.038
11/05/2019 13:00,12.647,0,0,1.232,720.937,0,6.44,7.18
11/05/2019 14:00,12.494,0,0,1.232,608.047,0,6.999,5.876
11/05/2019 15:00,12.088,0,0,1.234,469.519,0,7.309,4.152
11/05/2019 16:00,11.478,0,0,1.237,316.762,0.001,7.287,2.149
11/05/2019 17:00,10.592,0,0,1.24,164.878,0.01,6.808,0.349
11/05/2019 18:00,8.892,0,0,1.243,39.743,0.03,6.383,0.064
11/05/2019 19:00,7.608,0,0,1.247,0.012,0.041,6.57,0
12/05/2019 03:00,5.745,0.001,0,1.267,15.076,0.394,6.995,0
12/05/2019 04:00,6.587,0.002,0,1.268,82.856,0.45,7.002,0.362
12/05/2019 05:00,7.611,0,0,1.266,239.788,0.049,7.155,1.588
12/05/2019 06:00,9.047,0,0,1.261,426.215,0,7.296,3.724
12/05/2019 07:00,10.156,0,0,1.258,571.036,0,7.516,5.531
12/05/2019 08:00,10.832,0.001,0,1.256,692.472,0.002,7.75,6.936
12/05/2019 09:00,11.316,0.003,0,1.255,780.179,0.014,7.744,7.873
12/05/2019 10:00,11.626,0.003,0,1.254,815.521,0.045,7.697,8.236
12/05/2019 11:00,11.717,0.002,0,1.255,790.301,0.072,7.776,7.992
12/05/2019 12:00,11.648,0.001,0,1.255,744.52,0.071,7.928,7.509
12/05/2019 13:00,11.51,0,0,1.256,676.888,0.054,8.13,6.755
12/05/2019 14:00,11.347,0,0,1.257,584.351,0.031,8.286,5.647
12/05/2019 15:00,11.052,0,0,1.258,462.538,0.018,8.318,4.089
12/05/2019 16:00,10.588,0,0,1.26,315.289,0.013,7.912,2.152
12/05/2019 17:00,9.861,0,0,1.262,166.565,0.009,6.885,0.39
12/05/2019 18:00,8.224,0,0,1.265,41.873,0.005,5.635,0.08
12/05/2019 19:00,6.792,0,0,1.268,0.035,0.003,5.2,0
13/05/2019 03:00,5.068,0.002,0,1.275,19.947,0.131,5.834,0
13/05/2019 04:00,6.906,0.002,0,1.276,119.659,0.145,5.918,0.347
13/05/2019 05:00,8.521,0.004,0,1.274,267.732,0.028,6.024,1.729
13/05/2019 06:00,9.866,0.003,0,1.269,417.107,0.057,5.969,3.611
13/05/2019 07:00,10.821,0.001,0,1.266,546.642,0.068,5.988,5.237
13/05/2019 08:00,11.445,0.002,0,1.264,655.739,0.084,6.25,6.507
13/05/2019 09:00,11.851,0.004,0,1.262,720.361,0.13,6.742,7.217
13/05/2019 10:00,11.997,0.007,0,1.262,717.399,0.212,7.224,7.183
13/05/2019 11:00,11.849,0.008,0,1.262,655.524,0.321,7.482,6.491
13/05/2019 12:00,11.556,0.005,0,1.263,560.454,0.375,7.466,5.417
13/05/2019 13:00,11.338,0.006,0,1.264,503.412,0.361,7.207,4.784
13/05/2019 14:00,11.203,0.005,0,1.264,446.539,0.313,6.816,4.137
13/05/2019 15:00,11.007,0.002,0,1.264,354.532,0.307,6.404,3.053
13/05/2019 16:00,10.69,0.001,0,1.264,243.261,0.295,6.076,1.754
13/05/2019 17:00,10.099,0.001,0,1.265,130.787,0.251,5.522,0.585
13/05/2019 18:00,8.662,0,0,1.267,36.337,0.172,5.206,0.094
13/05/2019 19:00,7.428,0,0,1.27,0.077,0.092,5.38,0
14/05/2019 03:00,4.071,0,0,1.288,22.461,0.082,4.11,0
14/05/2019 04:00,5.37,0,0,1.289,130.336,0.29,3.664,0.302
14/05/2019 05:00,6.873,0,0,1.287,274.373,0.135,3.288,1.765
14/05/2019 06:00,9.116,0,0,1.278,429.14,0.116,2.889,3.719
14/05/2019 07:00,10.63,0,0,1.271,563.228,0.196,3.197,5.395
14/05/2019 08:00,11.28,0,0,1.268,644.768,0.228,3.373,6.398
14/05/2019 09:00,11.796,0,0,1.266,740.362,0.142,3.449,7.418
14/05/2019 10:00,12.261,0,0,1.263,794.003,0.17,3.37,7.953
14/05/2019 11:00,12.642,0,0,1.26,781.375,0.349,3.253,7.814
14/05/2019 12:00,12.929,0,0,1.258,732.858,0.409,3.239,7.289
14/05/2019 13:00,12.973,0,0,1.256,629.52,0.549,3.444,6.152
14/05/2019 14:00,12.67,0,0,1.255,426.961,0.58,3.822,3.915
14/05/2019 15:00,12.398,0,0,1.254,357.035,0.409,4.186,3.051
