time,Temperature_celcius,Rain_mm_per_h,Snow_mm_per_h,Air density_kg_per_m3,Ground_level_solar_irradiance_W_per_m2,Cloud_cover_fraction,wind_speed_m_per_s,electricity_kW
01/01/2019 07:00,5.339,0.01,0,1.251,1.27,0.263,14.037,0
01/01/2019 08:00,5.383,0.024,0,1.25,28.815,0.497,14.645,0.183
01/01/2019 09:00,5.719,0.027,0,1.248,55.112,0.481,15.148,0.421
01/01/2019 10:00,6.099,0.018,0,1.246,85.135,0.438,15.585,0.794
01/01/2019 11:00,6.066,0.012,0,1.246,94.435,0.437,16.244,0.95
01/01/2019 12:00,5.887,0.002,0,1.247,82.317,0.402,16.299,0.855
01/01/2019 13:00,5.454,0.001,0,1.248,47.383,0.347,15.968,0.445
01/01/2019 14:00,5.002,0,0,1.25,5.491,0.284,15.2,0
02/01/2019 07:00,1.339,0,0,1.293,2.365,0.005,12.066,0
02/01/2019 08:00,1.247,0,0,1.295,56.375,0.002,11.851,1.769
02/01/2019 09:00,1.494,0,0,1.297,127.731,0.001,11.806,3.647
02/01/2019 10:00,1.752,0,0,1.297,172.421,0,11.91,4.647
02/01/2019 11:00,1.87,0,0,1.298,177.607,0.001,11.946,4.709
02/01/2019 12:00,1.81,0,0,1.299,141.671,0.002,11.847,3.813
02/01/2019 13:00,1.633,0,0,1.299,75.542,0.004,11.334,2.045
02/01/2019 14:00,1.25,0,0,1.3,9.45,0.004,10.773,0.128
03/01/2019 07:00,0.549,0,0,1.303,2.38,0.09,7.444,0
03/01/2019 08:00,0.995,0,0,1.304,52.519,0.392,6.95,1.201
03/01/2019 09:00,1.794,0,0,1.305,115.549,0.422,6.701,2.549
03/01/2019 10:00,2.112,0.001,0,1.305,131.196,0.662,6.317,2.25
03/01/2019 11:00,2.229,0.001,0,1.304,113.025,0.939,5.707,1.511
03/01/2019 12:00,2.205,0.001,0,1.304,93.634,0.91,5.194,1.22
03/01/2019 13:00,1.686,0.001,0,1.305,52.998,0.943,4.983,0.624
03/01/2019 14:00,0.966,0.001,0,1.305,5.701,0.928,4.881,0
04/01/2019 07:00,3.555,0.004,0,1.282,0.429,0.997,7.86,0
04/01/2019 08:00,3.554,0.002,0,1.281,16.869,0.982,7.39,0.029
04/01/2019 09:00,3.796,0.001,0,1.281,70.257,0.905,7.143,0.697
04/01/2019 10:00,4.17,0,0,1.279,121.708,0.448,6.995,1.783
04/01/2019 11:00,4.584,0,0,1.276,153.448,0.144,7.049,2.993
04/01/2019 12:00,4.686,0,0,1.275,136.717,0.19,6.992,3.041
04/01/2019 13:00,4.344,0,0,1.275,73.876,0.634,7.242,1.543
04/01/2019 14:00,3.584,0,0,1.276,9.705,0.946,7.485,0.07
05/01/2019 07:00,3.595,0.003,0,1.277,1.892,0.748,6.099,0
05/01/2019 08:00,3.385,0.002,0,1.28,33.896,0.655,6.202,0.312
05/01/2019 09:00,3.562,0,0,1.28,96.024,0.344,6.272,1.539
05/01/2019 10:00,4.044,0,0,1.279,148.808,0.157,6.204,3.034
05/01/2019 11:00,4.636,0,0,1.276,172.359,0.077,6.116,4.02
05/01/2019 12:00,4.807,0,0,1.275,141.961,0.053,5.775,3.42
05/01/2019 13:00,4.16,0,0,1.276,78.304,0.027,5.424,1.866
05/01/2019 14:00,2.58,0,0,1.278,11.166,0.016,5.719,0.154
06/01/2019 07:00,0.001,0.004,0.003,1.303,2.332,0.802,2.814,0
06/01/2019 08:00,0.473,0.004,0.002,1.302,40.783,0.577,3.187,0.475
06/01/2019 09:00,1.372,0.003,0.001,1.3,89.989,0.48,3.623,1.245
06/01/2019 10:00,1.976,0.002,0,1.297,127.093,0.41,3.906,1.959
06/01/2019 11:00,2.419,0.001,0,1.295,136.372,0.385,4.061,2.216
06/01/2019 12:00,2.559,0.001,0,1.293,117.007,0.367,4.097,1.985
06/01/2019 13:00,1.931,0.001,0,1.292,64.106,0.415,4.248,0.961
06/01/2019 14:00,1.003,0.002,0,1.293,9.516,0.385,4.657,0.036
07/01/2019 07:00,2.89,0.028,0,1.283,0.805,0.992,4.307,0
07/01/2019 08:00,3.174,0.03,0,1.282,11.504,0.993,4.404,0
07/01/2019 09:00,3.644,0.03,0,1.281,26.542,0.993,4.751,0.087
07/01/2019 10:00,4.009,0.032,0,1.279,30.874,0.994,5.245,0.119
07/01/2019 11:00,4.151,0.028,0,1.278,31.917,0.995,5.582,0.128
07/01/2019 12:00,4.169,0.024,0,1.276,37.471,0.992,5.707,0.18
07/01/2019 13:00,3.982,0.021,0,1.275,29.774,0.987,6.081,0.126
07/01/2019 14:00,3.677,0.028,0,1.275,4.912,0.984,6.828,0
08/01/2019 07:00,4.341,0.087,0,1.236,0.479,0.945,5.181,0
08/01/2019 08:00,4.26,0.042,0,1.237,11.023,0.939,3.655,0
08/01/2019 09:00,4.57,0.042,0,1.237,28.636,0.912,4.465,0.103
08/01/2019 10:00,4.775,0.066,0,1.236,38.548,0.92,6.155,0.184
08/01/2019 11:00,4.812,0.103,0,1.236,28.049,0.943,7.608,0.094
08/01/2019 12:00,4.609,0.118,0,1.238,19.977,0.856,8.557,0.033
08/01/2019 13:00,4.167,0.11,0,1.241,19.657,0.736,9.257,0.034
08/01/2019 14:00,3.59,0.091,0,1.245,3.877,0.694,9.395,0
09/01/2019 07:00,0.742,0.02,0.003,1.279,2.646,0.681,10.763,0
09/01/2019 08:00,0.795,0.024,0.003,1.281,31.388,0.739,10.669,0.203
09/01/2019 09:00,0.94,0.016,0.004,1.282,66.787,0.691,10.572,0.593
09/01/2019 10:00,1.136,0.012,0.002,1.283,100.206,0.631,10.469,1.064
09/01/2019 11:00,1.333,0.009,0,1.283,113.128,0.511,10.232,1.334
09/01/2019 12:00,1.442,0.004,0,1.283,112.246,0.29,9.833,1.613
09/01/2019 13:00,1.26,0.002,0,1.284,72.662,0.19,9.355,1.147
09/01/2019 14:00,0.615,0.001,0,1.287,12.863,0.056,8.861,0.118
10/01/2019 07:00,-1.895,0,0,1.309,2.971,0.989,4.392,0
10/01/2019 08:00,-1.396,0,0,1.308,28.525,0.993,4.129,0.147
10/01/2019 09:00,-0.974,0,0,1.307,54.519,0.991,3.724,0.387
10/01/2019 10:00,-0.674,0,0,1.306,66.777,0.966,3.233,0.498
10/01/2019 11:00,-0.389,0,0,1.304,75.491,0.883,3.067,0.601
10/01/2019 12:00,-0.091,0,0,1.302,74.706,0.823,3.282,0.634
10/01/2019 13:00,-0.03,0.001,0,1.3,42.589,0.909,3.482,0.287
10/01/2019 14:00,-0.241,0.002,0.001,1.298,7.244,0.964,3.788,0
11/01/2019 07:00,4.297,0.026,0,1.26,0.611,0.991,7.9,0
11/01/2019 08:00,4.547,0.024,0,1.258,9.514,0.983,7.925,0
11/01/2019 09:00,4.833,0.017,0,1.257,23.252,0.988,7.992,0.06
11/01/2019 10:00,5.139,0.007,0,1.255,46.217,0.907,8.215,0.261
11/01/2019 11:00,5.383,0.002,0,1.253,92.813,0.71,8.195,0.83
11/01/2019 12:00,5.323,0.001,0,1.253,127.375,0.372,7.956,1.9
11/01/2019 13:00,4.769,0.001,0,1.255,80.079,0.389,7.636,1.253
11/01/2019 14:00,3.763,0.002,0,1.258,13.478,0.909,7.463,0.085
12/01/2019 07:00,1.842,0.016,0.002,1.271,1.856,0.99,7.344,0
12/01/2019 08:00,2.16,0.043,0.001,1.268,26.836,0.982,7.31,0.108
12/01/2019 09:00,2.599,0.109,0,1.265,46.857,0.997,7.021,0.275
12/01/2019 10:00,3.149,0.22,0,1.261,28.501,0.999,7.379,0.099
12/01/2019 11:00,3.785,0.356,0,1.255,28.462,0.999,7.849,0.098
12/01/2019 12:00,4.134,0.624,0,1.251,28.873,0.997,7.944,0.102
12/01/2019 13:00,4.014,0.64,0,1.25,14.247,0.991,7.443,0
12/01/2019 14:00,4.05,0.259,0,1.248,2.071,0.974,7.772,0
13/01/2019 07:00,4.572,0.069,0,1.237,1.007,0.831,8.427,0
13/01/2019 08:00,4.512,0.269,0,1.236,17.736,0.838,8.157,0.022
13/01/2019 09:00,4.504,0.747,0,1.234,33.858,0.88,8.179,0.147
13/01/2019 10:00,4.665,0.639,0,1.23,31.717,0.877,9.135,0.124
13/01/2019 11:00,5.491,0.209,0,1.223,31.098,0.84,10.366,0.118
13/01/2019 12:00,6.283,0.092,0,1.217,39.576,0.687,10.826,0.193
13/01/2019 13:00,6.333,0.113,0,1.215,33.104,0.794,10.936,0.147
13/01/2019 14:00,6.137,0.118,0,1.215,2.888,0.928,10.964,0
14/01/2019 07:00,0.519,0.012,0,1.259,6.301,0.203,11.149,0
14/01/2019 08:00,0.648,0.012,0,1.261,61.171,0.247,10.874,1.079
14/01/2019 09:00,1.163,0.006,0,1.26,121.581,0.262,10.966,2.254
14/01/2019 10:00,1.573,0,0,1.259,155.433,0.211,11.541,2.863
14/01/2019 11:00,1.74,0,0,1.259,188.651,0.147,12.258,4.137
14/01/2019 12:00,1.748,0,0,1.259,161.7,0.188,12.807,3.712
14/01/2019 13:00,1.617,0,0,1.259,92.424,0.275,12.814,1.961
14/01/2019 14:00,1.37,0,0,1.261,18.495,0.317,12.574,0.264
15/01/2019 07:00,0.92,0.01,0,1.267,4.07,0.96,6.78,0
15/01/2019 08:00,1.417,0.073,0,1.266,22.827,0.976,6.44,0.066
15/01/2019 09:00,1.849,0.225,0,1.265,37.287,0.993,6.135,0.18
15/01/2019 10:00,2.043,0.475,0.006,1.263,40.24,0.997,5.76,0.201
15/01/2019 11:00,2.209,0.743,0.023,1.261,30.059,0.998,5.984,0.112
15/01/2019 12:00,2.911,0.625,0.03,1.254,20.281,0.999,7.656,0.035
15/01/2019 13:00,4.324,0.263,0.003,1.244,3.941,0.997,9.572,0
15/01/2019 14:00,5.682,0.044,0.001,1.236,3.572,0.991,11.188,0
16/01/2019 07:00,5.105,0.076,0,1.243,1.814,0.996,8.653,0
16/01/2019 08:00,5.276,0.044,0,1.242,16.824,0.998,8.902,0.013
16/01/2019 09:00,5.448,0.053,0,1.242,30.643,0.995,9.165,0.117
16/01/2019 10:00,5.611,0.078,0,1.24,39.712,0.992,9.493,0.19
16/01/2019 11:00,5.689,0.1,0,1.239,34.53,0.997,9.674,0.145
16/01/2019 12:00,5.628,0.119,0,1.239,13.611,0.999,9.74,0
16/01/2019 13:00,5.571,0.143,0,1.238,7.141,0.995,9.985,0
16/01/2019 14:00,5.601,0.14,0,1.237,2.681,0.992,10.367,0
17/01/2019 07:00,3.545,0.046,0,1.24,4.425,0.746,9.041,0
17/01/2019 08:00,3.737,0.153,0,1.24,23.847,0.814,9.401,0.073
17/01/2019 09:00,3.935,0.383,0,1.239,41.996,0.82,9.529,0.222
17/01/2019 10:00,3.983,0.605,0,1.239,46.038,0.856,9.249,0.252
17/01/2019 11:00,4.005,0.719,0,1.239,44.857,0.854,8.701,0.24
17/01/2019 12:00,3.958,0.581,0,1.239,41.003,0.841,7.867,0.208
17/01/2019 13:00,3.714,0.327,0.003,1.241,28.111,0.753,6.773,0.102
17/01/2019 14:00,2.941,0.264,0.046,1.245,9.468,0.67,5.994,0
18/01/2019 07:00,-1.007,0,0,1.285,10.62,0.109,6.863,0.091
18/01/2019 08:00,-0.279,0,0,1.286,82.207,0.048,6.688,2.022
18/01/2019 09:00,0.553,0,0,1.285,161.822,0.015,6.273,4.004
18/01/2019 10:00,1.237,0,0,1.283,211.307,0.006,5.875,5.048
18/01/2019 11:00,1.626,0,0,1.281,217.483,0.003,5.694,5.111
18/01/2019 12:00,1.705,0,0,1.28,182.68,0.006,5.58,4.37
18/01/2019 13:00,1.065,0,0,1.281,113.199,0.03,5.41,2.772
18/01/2019 14:00,-0.37,0,0,1.282,28.634,0.022,5.643,0.564
19/01/2019 07:00,0.258,0.012,0.012,1.292,6.697,0.846,5.735,0
19/01/2019 08:00,0.561,0.013,0.012,1.293,42.847,0.867,5.969,0.301
19/01/2019 09:00,0.86,0.012,0.011,1.292,80.656,0.91,6.089,0.711
19/01/2019 10:00,1.097,0.009,0.007,1.291,113.253,0.943,6.108,1.129
19/01/2019 11:00,1.236,0.008,0.004,1.291,119.548,0.939,6.124,1.217
19/01/2019 12:00,1.26,0.008,0.002,1.29,95.464,0.91,6.05,0.892
19/01/2019 13:00,1.157,0.009,0.002,1.29,51.658,0.879,5.864,0.365
19/01/2019 14:00,0.905,0.009,0.002,1.289,12.356,0.891,5.635,0
20/01/2019 07:00,-0.807,0.003,0.002,1.296,12.11,0.306,6.323,0.079
20/01/2019 08:00,-0.143,0.002,0.002,1.296,74.597,0.282,6.35,1.253
20/01/2019 09:00,0.501,0.003,0.001,1.294,140.021,0.222,6.369,2.524
20/01/2019 10:00,1.102,0.008,0.003,1.291,173.512,0.237,6.338,3.02
20/01/2019 11:00,1.468,0.012,0,1.29,174.158,0.234,6.238,2.911
20/01/2019 12:00,1.603,0.012,0,1.288,146.898,0.219,6.072,2.395
20/01/2019 13:00,1.367,0.01,0,1.288,92.142,0.201,5.708,1.38
20/01/2019 14:00,0.38,0.009,0,1.288,25.119,0.231,5.46,0.228
20/01/2019 15:00,-0.133,0.011,0.002,1.289,0.003,0.385,5.451,0
21/01/2019 07:00,0.124,0.26,0.254,1.293,5.103,0.94,8.377,0
21/01/2019 08:00,0.248,0.397,0.394,1.292,25.037,0.932,9.013,0.083
21/01/2019 09:00,0.364,0.384,0.38,1.291,44.728,0.9,9.365,0.251
21/01/2019 10:00,0.613,0.222,0.215,1.289,54.493,0.838,9.262,0.337
21/01/2019 11:00,1.082,0.102,0.067,1.286,72.505,0.719,8.852,0.521
21/01/2019 12:00,1.521,0.056,0.024,1.282,82.216,0.643,8.212,0.654
21/01/2019 13:00,1.747,0.055,0.005,1.279,51.742,0.623,7.677,0.344
21/01/2019 14:00,1.698,0.067,0.002,1.277,13.922,0.644,7.149,0.001
21/01/2019 15:00,1.56,0.108,0.001,1.277,0.003,0.716,6.642,0
22/01/2019 07:00,-0.114,0.023,0.008,1.283,8.747,0.716,4.2,0
22/01/2019 08:00,0.549,0.019,0.006,1.283,53.554,0.659,4.516,0.46
22/01/2019 09:00,0.963,0.021,0.005,1.282,102.281,0.675,4.865,1.086
22/01/2019 10:00,1.103,0.022,0.005,1.282,130.954,0.643,5.177,1.47
22/01/2019 11:00,1.204,0.017,0.003,1.281,149.687,0.605,5.473,1.849
22/01/2019 12:00,1.19,0.015,0.003,1.28,124.22,0.638,5.716,1.459
22/01/2019 13:00,0.969,0.013,0.003,1.279,76.647,0.79,5.812,0.773
22/01/2019 14:00,0.478,0.011,0.003,1.279,21.882,0.886,5.795,0.1
22/01/2019 15:00,0.002,0.006,0.004,1.279,0.02,0.902,6.042,0
23/01/2019 07:00,-1.358,0,0,1.285,17.674,0.722,7.784,0.265
23/01/2019 08:00,-0.84,0,0,1.285,94.532,0.608,7.808,2.124
23/01/2019 09:00,-0.247,0,0,1.284,172.834,0.591,7.83,3.91
23/01/2019 10:00,0.235,0,0,1.282,219.489,0.603,7.694,4.819
23/01/2019 11:00,0.49,0,0,1.281,225.042,0.635,7.445,4.859
23/01/2019 12:00,0.454,0,0,1.281,189.44,0.636,7.286,4.083
23/01/2019 13:00,0.103,0,0,1.281,121.623,0.598,7.167,2.579
23/01/2019 14:00,-0.744,0,0,1.283,37.636,0.612,7.062,0.613
23/01/2019 15:00,-1.521,0,0,1.285,0.072,0.816,7.304,0
24/01/2019 07:00,-2.961,0,0,1.296,20.359,0.745,6.368,0.381
24/01/2019 08:00,-1.708,0,0,1.295,100.908,0.536,6.68,2.386
24/01/2019 09:00,-0.625,0,0,1.294,175.972,0.225,6.97,3.974
24/01/2019 10:00,-0.074,0,0,1.293,233.368,0.217,7.165,5.26
24/01/2019 11:00,0.196,0,0,1.292,224.563,0.347,7.244,4.76
24/01/2019 12:00,0.194,0,0,1.291,189.227,0.284,7.057,3.98
24/01/2019 13:00,-0.095,0,0,1.292,127.136,0.17,6.674,2.747
24/01/2019 14:00,-1.035,0,0,1.293,42.177,0.125,6.25,0.763
24/01/2019 15:00,-2.073,0,0,1.294,0.142,0.121,6.225,0
25/01/2019 07:00,-3.903,0.036,0.036,1.306,13.956,0.629,3.703,0.038
25/01/2019 08:00,-3.361,0.033,0.033,1.306,64.277,0.663,3.64,0.625
25/01/2019 09:00,-2.901,0.028,0.028,1.306,110.609,0.86,3.67,1.204
25/01/2019 10:00,-2.691,0.02,0.02,1.305,136.575,0.887,3.53,1.526
25/01/2019 11:00,-2.618,0.015,0.015,1.304,152.208,0.832,3.466,1.81
25/01/2019 12:00,-2.634,0.015,0.015,1.303,118.024,0.905,3.509,1.247
25/01/2019 13:00,-2.846,0.014,0.014,1.303,64.82,0.98,3.598,0.525
25/01/2019 14:00,-3.041,0.012,0.012,1.303,18.434,0.982,3.686,0.041
25/01/2019 15:00,-3.284,0.007,0.007,1.302,0.109,0.958,3.616,0
26/01/2019 07:00,-1.716,0.04,0.04,1.28,11.273,0.86,6.324,0
26/01/2019 08:00,-1.087,0.036,0.036,1.279,51.307,0.956,6.6,0.372
26/01/2019 09:00,-0.536,0.038,0.038,1.277,84.828,0.979,6.71,0.715
26/01/2019 10:00,-0.134,0.055,0.055,1.275,107.151,0.797,6.699,0.959
26/01/2019 11:00,0.169,0.078,0.078,1.273,131.268,0.593,6.65,1.308
26/01/2019 12:00,0.32,0.094,0.093,1.272,107.983,0.671,6.531,1.014
26/01/2019 13:00,0.279,0.09,0.085,1.271,67.043,0.778,6.352,0.531
26/01/2019 14:00,-0.033,0.092,0.085,1.271,21.661,0.779,6.26,0.068
26/01/2019 15:00,-0.315,0.074,0.068,1.27,0.184,0.847,6.529,0
27/01/2019 07:00,1.711,0.358,0.077,1.247,2.28,0.997,8.245,0
27/01/2019 08:00,1.885,0.485,0.077,1.245,12.175,0.985,8.098,0
27/01/2019 09:00,2.012,0.558,0.074,1.244,24.731,0.976,7.971,0.068
27/01/2019 10:00,2.075,0.611,0.075,1.243,32.046,0.973,7.814,0.126
27/01/2019 11:00,2.053,0.728,0.092,1.242,34.003,0.972,7.593,0.142
27/01/2019 12:00,1.9,0.891,0.164,1.242,29.308,0.964,7.353,0.104
27/01/2019 13:00,1.709,0.88,0.235,1.243,20.491,0.954,7.049,0.037
27/01/2019 14:00,1.704,0.579,0.173,1.242,7.65,0.929,6.697,0
27/01/2019 15:00,1.717,0.257,0.105,1.24,0.114,0.85,6.451,0
28/01/2019 07:00,1.865,0.079,0.005,1.243,7.092,0.988,6.504,0
28/01/2019 08:00,1.868,0.039,0.004,1.245,27.984,0.981,6.674,0.1
28/01/2019 09:00,1.829,0.024,0.001,1.246,45.252,0.975,6.51,0.245
28/01/2019 10:00,1.816,0.029,0,1.247,48.88,0.978,6.438,0.274
28/01/2019 11:00,1.85,0.036,0,1.248,48.418,0.967,6.336,0.269
28/01/2019 12:00,1.912,0.032,0,1.248,43.368,0.967,6.088,0.225
28/01/2019 13:00,1.882,0.032,0,1.248,29.491,0.974,5.772,0.109
28/01/2019 14:00,1.714,0.039,0.001,1.249,11.065,0.98,5.58,0
28/01/2019 15:00,1.528,0.039,0.001,1.249,0.161,0.984,5.387,0
29/01/2019 06:00,-1.144,0.001,0,1.27,0.001,0.116,7.367,0
29/01/2019 07:00,-1.374,0,0,1.271,33.384,0.022,7.024,0.867
29/01/2019 08:00,-0.645,0,0,1.272,130.667,0.029,6.781,3.281
29/01/2019 09:00,0.16,0,0,1.27,208.116,0.04,6.729,4.686
29/01/2019 10:00,0.735,0,0,1.269,255.761,0.055,6.6,5.471
29/01/2019 11:00,1.181,0,0,1.266,257.297,0.07,6.339,5.347
29/01/2019 12:00,1.483,0,0,1.264,216.993,0.122,5.957,4.447
29/01/2019 13:00,1.43,0.001,0,1.263,139.252,0.206,5.372,2.651
29/01/2019 14:00,0.561,0.002,0.001,1.263,49.141,0.319,4.952,0.647
29/01/2019 15:00,-0.127,0.004,0.001,1.264,1.009,0.493,4.868,0
30/01/2019 06:00,-0.436,0.002,0.001,1.268,0.004,0.695,5.009,0
30/01/2019 07:00,-0.039,0.002,0.001,1.269,29.112,0.671,5.515,0.399
30/01/2019 08:00,1.08,0.003,0.001,1.268,102.838,0.593,5.948,1.594
30/01/2019 09:00,1.722,0.003,0.001,1.268,166.54,0.54,6.099,2.652
30/01/2019 10:00,2.063,0.004,0,1.266,205.522,0.585,6.195,3.291
30/01/2019 11:00,2.259,0.004,0,1.265,208.705,0.5,6.323,3.278
30/01/2019 12:00,2.222,0.004,0,1.265,176.029,0.532,6.347,2.63
30/01/2019 13:00,1.924,0.003,0,1.265,112.741,0.797,6.454,1.457
30/01/2019 14:00,1.256,0.002,0,1.266,42.216,0.899,6.792,0.368
30/01/2019 15:00,0.641,0.001,0,1.267,1.372,0.934,7.188,0
31/01/2019 06:00,1.04,0.011,0.005,1.266,0.02,0.994,9.795,0
31/01/2019 07:00,1.147,0.015,0.004,1.266,21.453,0.991,9.765,0.106
31/01/2019 08:00,1.348,0.015,0.002,1.266,69.633,0.985,9.502,0.597
31/01/2019 09:00,1.561,0.016,0.001,1.266,120.869,0.979,9.191,1.22
31/01/2019 10:00,1.71,0.018,0,1.265,143.389,0.977,8.861,1.46
31/01/2019 11:00,1.759,0.021,0,1.265,140.816,0.979,8.542,1.389
31/01/2019 12:00,1.682,0.029,0,1.265,114.065,0.983,8.092,1.043
31/01/2019 13:00,1.465,0.042,0,1.266,72.074,0.986,7.575,0.559
31/01/2019 14:00,1.129,0.052,0.001,1.267,25.699,0.984,7.076,0.095
31/01/2019 15:00,0.767,0.052,0.006,1.268,0.887,0.966,6.651,0
01/02/2019 06:00,0.441,0.006,0.005,1.268,0.04,0.704,7.323,0
01/02/2019 07:00,0.366,0.002,0.002,1.269,30.365,0.418,7.343,0.373
01/02/2019 08:00,0.877,0.001,0.001,1.268,115.205,0.28,7.312,1.939
01/02/2019 09:00,1.442,0.001,0.001,1.266,201.165,0.173,7.6,3.831
01/02/2019 10:00,1.859,0.001,0,1.264,253.082,0.105,7.964,4.869
01/02/2019 11:00,2.079,0.001,0,1.263,261.044,0.116,8.014,4.986
01/02/2019 12:00,2.087,0.003,0,1.262,216.746,0.403,7.923,3.926
01/02/2019 13:00,1.867,0.01,0,1.262,119.064,0.691,7.748,1.564
01/02/2019 14:00,1.476,0.016,0,1.262,40.054,0.764,7.736,0.293
01/02/2019 15:00,1.062,0.022,0.001,1.263,1.731,0.808,7.739,0
02/02/2019 06:00,0.815,0.022,0.006,1.264,0.021,0.997,6.302,0
02/02/2019 07:00,0.859,0.031,0.006,1.265,7.636,0.993,6.45,0
02/02/2019 08:00,1.011,0.052,0.008,1.265,30.199,0.996,6.688,0.117
02/02/2019 09:00,1.196,0.16,0.017,1.264,44.515,0.996,6.589,0.237
02/02/2019 10:00,1.236,0.274,0.029,1.264,53.599,0.99,6.774,0.316
02/02/2019 11:00,1.28,0.197,0.013,1.264,61.565,0.989,7.045,0.39
02/02/2019 12:00,1.355,0.143,0.009,1.264,60.883,0.993,6.83,0.387
02/02/2019 13:00,1.359,0.108,0.005,1.263,47.001,0.986,6.801,0.264
02/02/2019 14:00,1.144,0.213,0.016,1.264,22.248,0.988,6.668,0.056
02/02/2019 15:00,0.748,0.411,0.171,1.266,0.87,0.99,6.503,0
03/02/2019 06:00,-0.123,0.005,0.001,1.279,0.274,0.335,6.789,0
03/02/2019 07:00,0.203,0.006,0.001,1.28,34.944,0.384,7.006,0.383
03/02/2019 08:00,0.885,0.008,0,1.28,108.286,0.366,7.141,1.493
03/02/2019 09:00,1.293,0.007,0,1.28,187.911,0.684,7.054,3.038
03/02/2019 10:00,1.636,0.006,0,1.28,227.976,0.563,7.139,3.703
03/02/2019 11:00,1.781,0.007,0.001,1.279,233.165,0.414,7.189,3.713
03/02/2019 12:00,1.696,0.009,0.001,1.28,170.89,0.624,7.455,2.244
03/02/2019 13:00,1.411,0.007,0.001,1.281,117.215,0.413,7.441,1.39
03/02/2019 14:00,0.877,0.005,0.001,1.284,53.742,0.345,7.062,0.514
03/02/2019 15:00,0.098,0.006,0,1.286,3.361,0.389,6.959,0
04/02/2019 06:00,-1.099,0.006,0.006,1.301,0.359,0.79,5.471,0
04/02/2019 07:00,-0.567,0.003,0.003,1.3,35.084,0.655,5.809,0.319
04/02/2019 08:00,0.629,0.001,0.001,1.297,123.605,0.378,6.518,1.854
04/02/2019 09:00,1.613,0.001,0,1.292,222.071,0.546,6.957,4.012
04/02/2019 10:00,2.36,0.009,0,1.288,220.22,0.859,7.723,3.204
04/02/2019 11:00,2.466,0.044,0.001,1.286,175.203,0.972,8.667,1.956
04/02/2019 12:00,2.13,0.094,0.002,1.287,102.444,0.994,9.223,0.858
04/02/2019 13:00,1.792,0.124,0.012,1.289,48.506,0.996,9.318,0.284
04/02/2019 14:00,1.725,0.088,0.004,1.288,18.872,0.995,9.365,0.03
04/02/2019 15:00,1.813,0.032,0.005,1.287,1.405,0.994,9.554,0
05/02/2019 06:00,2.186,0.044,0,1.279,0.194,0.758,10.159,0
05/02/2019 07:00,2.488,0.039,0,1.277,12.918,0.823,10.263,0
05/02/2019 08:00,2.847,0.033,0,1.276,36.232,0.83,10.371,0.168
05/02/2019 09:00,3.137,0.026,0,1.275,68.422,0.726,10.283,0.464
05/02/2019 10:00,3.356,0.02,0,1.274,105.107,0.683,9.934,0.84
05/02/2019 11:00,3.655,0.017,0,1.273,123.399,0.605,10.29,1.053
05/02/2019 12:00,3.81,0.019,0,1.272,129.901,0.594,10.1,1.177
05/02/2019 13:00,3.785,0.023,0,1.272,83.996,0.616,9.846,0.663
05/02/2019 14:00,3.617,0.024,0,1.272,37.518,0.611,9.598,0.198
05/02/2019 15:00,3.258,0.024,0,1.274,2.915,0.57,9.175,0
06/02/2019 06:00,1.263,0.033,0.001,1.292,0.1,0.998,5.16,0
06/02/2019 07:00,1.392,0.342,0.105,1.292,5.765,0.997,5.715,0
06/02/2019 08:00,1.192,1.091,0.61,1.294,18.776,0.994,6.116,0.024
06/02/2019 09:00,1.055,1.385,1.039,1.294,39.379,0.994,6.638,0.189
06/02/2019 10:00,1.083,1.105,0.728,1.294,59.456,0.997,7.2,0.368
06/02/2019 11:00,1.038,0.746,0.402,1.293,54.318,0.997,7.854,0.32
06/02/2019 12:00,1.074,0.246,0.008,1.291,46.364,0.998,8.642,0.249
06/02/2019 13:00,1.403,0.086,0.003,1.287,33.999,0.998,9.117,0.144
06/02/2019 14:00,1.74,0.104,0.001,1.284,16.724,0.997,8.922,0.011
06/02/2019 15:00,1.851,0.082,0.001,1.282,0.946,0.998,8.314,0
07/02/2019 06:00,1.692,0.969,0.023,1.274,0.249,0.998,5.756,0
07/02/2019 07:00,1.835,0.83,0.071,1.273,7.219,0.997,6.575,0
07/02/2019 08:00,2.263,0.549,0.082,1.269,22.567,0.996,7.226,0.052
07/02/2019 09:00,2.539,0.311,0.023,1.267,42.491,0.996,7.838,0.214
07/02/2019 10:00,2.735,0.222,0.007,1.265,81.018,0.994,8.343,0.571
07/02/2019 11:00,2.779,0.414,0,1.264,81.66,0.995,8.541,0.576
07/02/2019 12:00,2.308,0.764,0,1.266,40.926,0.997,8.511,0.2
07/02/2019 13:00,1.529,0.837,0.066,1.27,22.093,0.997,8.474,0.048
07/02/2019 14:00,1.533,0.46,0.08,1.268,12.889,0.998,8.35,0
07/02/2019 15:00,1.897,0.096,0.017,1.265,1.583,0.998,8.302,0
08/02/2019 06:00,3.918,0.035,0,1.257,0.639,0.72,10.304,0
08/02/2019 07:00,3.911,0.022,0,1.258,23.772,0.625,10.148,0.077
08/02/2019 08:00,4.083,0.012,0,1.259,83.814,0.547,10.075,0.686
08/02/2019 09:00,4.37,0.007,0,1.258,157.513,0.562,9.769,1.63
08/02/2019 10:00,4.519,0.008,0,1.258,159.153,0.767,9.807,1.508
